alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Airfoil,CL/CD
-1.0,0.3099,0.01069,0.00322,-0.0413,0.3259,0.0338,airfoil_0253,28.98971000935454
0.0,0.4228,0.01038,0.00285,-0.0406,0.3122,0.0403,airfoil_0253,40.73217726396917
1.0,0.5363,0.01034,0.00274,-0.0401,0.2999,0.0498,airfoil_0253,51.866537717601545
2.0,0.6493,0.01039,0.00278,-0.0397,0.2876,0.071,airfoil_0253,62.49278152069297
3.0,0.7634,0.01046,0.00295,-0.0396,0.2786,0.1088,airfoil_0253,72.98279158699808
4.0,0.9064,0.00906,0.00356,-0.0463,0.2679,0.9999,airfoil_0253,100.04415011037527
5.0,1.0054,0.00956,0.00395,-0.0434,0.2576,0.9999,airfoil_0253,105.1673640167364
6.0,1.1072,0.01008,0.00447,-0.0411,0.2489,0.9999,airfoil_0253,109.84126984126983
7.0,1.2105,0.01077,0.00513,-0.0395,0.2382,0.9999,airfoil_0253,112.39554317548746
8.0,1.3151,0.0115,0.00588,-0.0383,0.2279,0.9999,airfoil_0253,114.35652173913043
9.0,1.4192,0.01229,0.00674,-0.0373,0.2169,0.9999,airfoil_0253,115.4759967453214
10.0,1.5196,0.01328,0.00784,-0.0358,0.2067,0.9999,airfoil_0253,114.4277108433735
11.0,1.6144,0.01452,0.00918,-0.0337,0.1961,0.9999,airfoil_0253,111.18457300275483
12.0,1.7024,0.01595,0.01073,-0.0307,0.1838,0.9999,airfoil_0253,106.73354231974922
13.0,1.7802,0.01745,0.01239,-0.0264,0.1669,0.9999,airfoil_0253,102.01719197707736
14.0,1.8418,0.01993,0.01503,-0.021,0.1506,0.9999,airfoil_0253,92.41344706472655
15.0,1.882,0.02425,0.01951,-0.0155,0.1295,0.9999,airfoil_0253,77.6082474226804
-5.0,-0.5418,0.0083,0.0031,-0.0078,0.9595,0.2073,airfoil_0254,-65.27710843373494
-4.0,-0.4377,0.00741,0.00244,-0.0053,0.914,0.2845,airfoil_0254,-59.068825910931174
-3.0,-0.3298,0.00679,0.00196,-0.0036,0.8598,0.3663,airfoil_0254,-48.57142857142857
-2.0,-0.2208,0.0064,0.00163,-0.0021,0.7859,0.4519,airfoil_0254,-34.5
-1.0,-0.1106,0.00616,0.00145,-0.001,0.7078,0.542,airfoil_0254,-17.954545454545457
1.0,0.1107,0.00616,0.00145,0.001,0.5421,0.7076,airfoil_0254,17.970779220779225
2.0,0.2209,0.0064,0.00163,0.0021,0.4517,0.786,airfoil_0254,34.515625
3.0,0.3299,0.00679,0.00196,0.0035,0.3664,0.8598,airfoil_0254,48.58615611192931
4.0,0.4378,0.00741,0.00244,0.0052,0.2845,0.914,airfoil_0254,59.08232118758435
5.0,0.5419,0.0083,0.0031,0.0078,0.2072,0.9595,airfoil_0254,65.28915662650603
6.0,0.6615,0.0095,0.00396,0.0065,0.1366,0.9808,airfoil_0254,69.63157894736842
7.0,0.8,0.01082,0.00503,0.0008,0.0882,0.9894,airfoil_0254,73.93715341959336
8.0,0.9371,0.01219,0.00626,-0.0047,0.0617,0.997,airfoil_0254,76.87448728465957
9.0,1.0401,0.01354,0.00758,-0.0032,0.0486,1.0,airfoil_0254,76.81683899556869
10.0,1.1105,0.01492,0.00902,0.005,0.0403,1.0,airfoil_0254,74.43029490616622
11.0,1.1844,0.01658,0.01076,0.0121,0.0344,1.0,airfoil_0254,71.43546441495776
12.0,1.256,0.01872,0.01304,0.0186,0.0302,1.0,airfoil_0254,67.09401709401709
13.0,1.3075,0.0216,0.01609,0.027,0.0271,1.0,airfoil_0254,60.53240740740741
14.0,1.3555,0.02546,0.02019,0.0331,0.0248,1.0,airfoil_0254,53.24037706205813
15.0,1.3799,0.03232,0.02739,0.0367,0.0231,1.0,airfoil_0254,42.694925742574256
-5.0,-0.5418,0.0083,0.0031,-0.0078,0.9595,0.2073,airfoil_0257,-65.27710843373494
-4.0,-0.4377,0.00741,0.00244,-0.0053,0.914,0.2845,airfoil_0257,-59.068825910931174
-3.0,-0.3298,0.00679,0.00196,-0.0036,0.8598,0.3663,airfoil_0257,-48.57142857142857
-2.0,-0.2208,0.0064,0.00163,-0.0021,0.7859,0.4519,airfoil_0257,-34.5
-1.0,-0.1106,0.00616,0.00145,-0.001,0.7078,0.542,airfoil_0257,-17.954545454545457
1.0,0.1107,0.00616,0.00145,0.001,0.5421,0.7076,airfoil_0257,17.970779220779225
2.0,0.2209,0.0064,0.00163,0.0021,0.4517,0.786,airfoil_0257,34.515625
3.0,0.3299,0.00679,0.00196,0.0035,0.3664,0.8598,airfoil_0257,48.58615611192931
4.0,0.4378,0.00741,0.00244,0.0052,0.2845,0.914,airfoil_0257,59.08232118758435
5.0,0.5419,0.0083,0.0031,0.0078,0.2072,0.9595,airfoil_0257,65.28915662650603
6.0,0.6615,0.0095,0.00396,0.0065,0.1366,0.9808,airfoil_0257,69.63157894736842
7.0,0.8,0.01082,0.00503,0.0008,0.0882,0.9894,airfoil_0257,73.93715341959336
8.0,0.9371,0.01219,0.00626,-0.0047,0.0617,0.997,airfoil_0257,76.87448728465957
9.0,1.0401,0.01354,0.00758,-0.0032,0.0486,1.0,airfoil_0257,76.81683899556869
10.0,1.1105,0.01492,0.00902,0.005,0.0403,1.0,airfoil_0257,74.43029490616622
11.0,1.1844,0.01658,0.01076,0.0121,0.0344,1.0,airfoil_0257,71.43546441495776
12.0,1.256,0.01872,0.01304,0.0186,0.0302,1.0,airfoil_0257,67.09401709401709
13.0,1.3075,0.0216,0.01609,0.027,0.0271,1.0,airfoil_0257,60.53240740740741
14.0,1.3555,0.02546,0.02019,0.0331,0.0248,1.0,airfoil_0257,53.24037706205813
15.0,1.3799,0.03232,0.02739,0.0367,0.0231,1.0,airfoil_0257,42.694925742574256
-5.0,-0.4861,0.00937,0.00387,-0.0183,0.9987,0.021,airfoil_0255,-51.878335112059766
-4.0,-0.3465,0.00812,0.00256,-0.0241,0.9907,0.0371,airfoil_0255,-42.672413793103445
-3.0,-0.2073,0.00689,0.0017,-0.03,0.9786,0.1273,airfoil_0255,-30.08708272859216
-2.0,-0.0873,0.00571,0.0012,-0.0317,0.9499,0.3281,airfoil_0255,-15.288966725043784
-1.0,0.017,0.00458,0.00091,-0.0295,0.8908,0.6292,airfoil_0255,3.711790393013101
0.0,0.1189,0.00409,0.00085,-0.0263,0.8028,0.8508,airfoil_0255,29.070904645476777
1.0,0.2356,0.00438,0.00098,-0.0259,0.6849,0.9849,airfoil_0255,53.789954337899545
2.0,0.3705,0.0052,0.00116,-0.0309,0.5135,1.0,airfoil_0255,71.25
3.0,0.4721,0.00618,0.0015,-0.0288,0.34,1.0,airfoil_0255,76.3915857605178
4.0,0.5708,0.00788,0.00229,-0.0264,0.1191,1.0,airfoil_0255,72.43654822335026
5.0,0.6737,0.00935,0.00338,-0.0245,0.0317,1.0,airfoil_0255,72.05347593582887
6.0,0.778,0.01086,0.00494,-0.0227,0.0179,1.0,airfoil_0255,71.6390423572744
7.0,0.879,0.01293,0.00722,-0.0203,0.0126,1.0,airfoil_0255,67.98143851508121
8.0,0.973,0.01609,0.01068,-0.0171,0.0099,1.0,airfoil_0255,60.472343070229954
9.0,1.0611,0.02023,0.01536,-0.0133,0.0086,1.0,airfoil_0255,52.4518042511122
10.0,1.1314,0.02665,0.02256,-0.0079,0.0078,1.0,airfoil_0255,42.45403377110694
11.0,1.1671,0.03509,0.03187,-0.0008,0.0073,1.0,airfoil_0255,33.260188087774296
12.0,1.1168,0.04943,0.04704,0.0042,0.0071,1.0,airfoil_0255,22.593566659923123
-5.0,-0.5418,0.0083,0.0031,-0.0078,0.9595,0.2073,airfoil_0258,-65.27710843373494
-4.0,-0.4377,0.00741,0.00244,-0.0053,0.914,0.2845,airfoil_0258,-59.068825910931174
-3.0,-0.3298,0.00679,0.00196,-0.0036,0.8598,0.3663,airfoil_0258,-48.57142857142857
-2.0,-0.2208,0.0064,0.00163,-0.0021,0.7859,0.4519,airfoil_0258,-34.5
-1.0,-0.1106,0.00616,0.00145,-0.001,0.7078,0.542,airfoil_0258,-17.954545454545457
1.0,0.1107,0.00616,0.00145,0.001,0.5421,0.7076,airfoil_0258,17.970779220779225
2.0,0.2209,0.0064,0.00163,0.0021,0.4517,0.786,airfoil_0258,34.515625
3.0,0.3299,0.00679,0.00196,0.0035,0.3664,0.8598,airfoil_0258,48.58615611192931
4.0,0.4378,0.00741,0.00244,0.0052,0.2845,0.914,airfoil_0258,59.08232118758435
5.0,0.5419,0.0083,0.0031,0.0078,0.2072,0.9595,airfoil_0258,65.28915662650603
6.0,0.6615,0.0095,0.00396,0.0065,0.1366,0.9808,airfoil_0258,69.63157894736842
7.0,0.8,0.01082,0.00503,0.0008,0.0882,0.9894,airfoil_0258,73.93715341959336
8.0,0.9371,0.01219,0.00626,-0.0047,0.0617,0.997,airfoil_0258,76.87448728465957
9.0,1.0401,0.01354,0.00758,-0.0032,0.0486,1.0,airfoil_0258,76.81683899556869
10.0,1.1105,0.01492,0.00902,0.005,0.0403,1.0,airfoil_0258,74.43029490616622
11.0,1.1844,0.01658,0.01076,0.0121,0.0344,1.0,airfoil_0258,71.43546441495776
12.0,1.256,0.01872,0.01304,0.0186,0.0302,1.0,airfoil_0258,67.09401709401709
13.0,1.3075,0.0216,0.01609,0.027,0.0271,1.0,airfoil_0258,60.53240740740741
14.0,1.3555,0.02546,0.02019,0.0331,0.0248,1.0,airfoil_0258,53.24037706205813
15.0,1.3799,0.03232,0.02739,0.0367,0.0231,1.0,airfoil_0258,42.694925742574256
-5.0,0.0962,0.00851,0.00285,-0.1502,0.7789,0.1517,airfoil_0261,11.304347826086955
-4.0,0.211,0.00816,0.00252,-0.1502,0.7555,0.1833,airfoil_0261,25.8578431372549
-3.0,0.3252,0.00791,0.00232,-0.15,0.7299,0.2224,airfoil_0261,41.11251580278129
-2.0,0.4375,0.00779,0.00223,-0.1495,0.7027,0.2696,airfoil_0261,56.161745827984596
-1.0,0.5489,0.00775,0.00224,-0.1487,0.6719,0.3139,airfoil_0261,70.8258064516129
0.0,0.6571,0.00785,0.00236,-0.1474,0.6411,0.3651,airfoil_0261,83.70700636942676
1.0,0.7628,0.00802,0.00258,-0.1456,0.6076,0.4215,airfoil_0261,95.11221945137159
2.0,0.8643,0.00828,0.00292,-0.143,0.5712,0.4918,airfoil_0261,104.3840579710145
3.0,0.9587,0.00859,0.00338,-0.139,0.5382,0.5808,airfoil_0261,111.60651920838184
4.0,1.0518,0.00897,0.00411,-0.135,0.4996,0.747,airfoil_0261,117.25752508361204
5.0,1.1349,0.00949,0.00496,-0.1288,0.4574,0.9996,airfoil_0261,119.58904109589041
6.0,1.2201,0.01071,0.00599,-0.1239,0.4159,0.9996,airfoil_0261,113.92156862745097
7.0,1.2992,0.0123,0.00737,-0.1183,0.3647,0.9996,airfoil_0261,105.62601626016259
8.0,1.372,0.0143,0.00917,-0.1122,0.3168,0.9996,airfoil_0261,95.94405594405595
9.0,1.4372,0.01682,0.01151,-0.1054,0.2714,0.9996,airfoil_0261,85.44589774078477
10.0,1.4909,0.02016,0.01464,-0.0979,0.2219,0.9996,airfoil_0261,73.95337301587301
11.0,1.5372,0.02428,0.01858,-0.0904,0.1768,0.9996,airfoil_0261,63.31136738056013
12.0,1.5776,0.02923,0.02345,-0.0834,0.1428,0.9996,airfoil_0261,53.97194663017448
13.0,1.6106,0.03523,0.0294,-0.0769,0.1158,0.9996,airfoil_0261,45.716718705648596
14.0,1.6387,0.04215,0.03635,-0.0714,0.0957,0.9996,airfoil_0261,38.87781731909846
15.0,1.658,0.05036,0.04463,-0.0666,0.0791,0.9996,airfoil_0261,32.92295472597299
-5.0,-0.5449,0.00831,0.00312,-0.007,0.9335,0.2262,airfoil_0262,-65.57160048134779
-4.0,-0.4386,0.00755,0.00251,-0.005,0.8887,0.2913,airfoil_0262,-58.09271523178808
-3.0,-0.3304,0.007,0.00206,-0.0034,0.8288,0.3657,airfoil_0262,-47.2
-2.0,-0.2209,0.00666,0.00174,-0.0021,0.7567,0.4431,airfoil_0262,-33.16816816816817
0.0,0.0,0.00636,0.00151,-0.0,0.6058,0.6058,airfoil_0262,0.0
2.0,0.2209,0.00666,0.00174,0.0021,0.4431,0.7567,airfoil_0262,33.16816816816817
3.0,0.3304,0.007,0.00206,0.0034,0.3656,0.8288,airfoil_0262,47.2
4.0,0.4387,0.00755,0.00251,0.005,0.2912,0.8887,airfoil_0262,58.10596026490066
5.0,0.545,0.00831,0.00312,0.007,0.2262,0.9335,airfoil_0262,65.58363417569194
6.0,0.6512,0.00931,0.0039,0.0089,0.165,0.9682,airfoil_0262,69.94629430719655
7.0,0.7771,0.01062,0.00494,0.0061,0.1129,0.9844,airfoil_0262,73.17325800376649
8.0,0.9147,0.01202,0.00615,0.0005,0.0786,0.993,airfoil_0262,76.0981697171381
10.0,1.1224,0.01492,0.00898,0.0027,0.0502,1.0,airfoil_0262,75.22788203753352
11.0,1.186,0.01631,0.01045,0.0119,0.0431,1.0,airfoil_0262,72.71612507664008
12.0,1.25,0.01813,0.01235,0.0201,0.037,1.0,airfoil_0262,68.94649751792609
13.0,1.3068,0.02071,0.01507,0.0277,0.0325,1.0,airfoil_0262,63.09995171414776
14.0,1.3516,0.02475,0.01931,0.034,0.0294,1.0,airfoil_0262,54.610101010101005
15.0,1.3833,0.03089,0.0257,0.0377,0.0269,1.0,airfoil_0262,44.781482680479115
-5.0,-0.4555,0.01267,0.0079,-0.0294,1.0,0.0098,airfoil_0259,-35.95106550907656
-4.0,-0.3572,0.00896,0.00365,-0.0263,1.0,0.0106,airfoil_0259,-39.86607142857143
-3.0,-0.2265,0.00733,0.00181,-0.0301,0.9958,0.0327,airfoil_0259,-30.900409276944067
-2.0,-0.0872,0.00564,0.00115,-0.0369,0.9867,0.3157,airfoil_0259,-15.460992907801419
-1.0,0.0451,0.00432,0.00091,-0.0417,0.9729,0.6559,airfoil_0259,10.439814814814815
1.0,0.2676,0.00364,0.00071,-0.0388,0.8089,1.0,airfoil_0259,73.51648351648352
2.0,0.3674,0.00512,0.00098,-0.036,0.4807,1.0,airfoil_0259,71.7578125
3.0,0.4677,0.0076,0.00183,-0.0345,0.0594,1.0,airfoil_0259,61.53947368421053
4.0,0.5748,0.00926,0.00349,-0.033,0.0132,1.0,airfoil_0259,62.07343412526998
5.0,0.6791,0.01161,0.00611,-0.0309,0.0104,1.0,airfoil_0259,58.492678725236864
6.0,0.7712,0.01977,0.01524,-0.0265,0.0082,1.0,airfoil_0259,39.00859888720284
7.0,0.8492,0.03143,0.02822,-0.0211,0.0073,1.0,airfoil_0259,27.018771874005726
-5.0,0.035,0.01017,0.0055,-0.1327,0.8932,0.0149,airfoil_0264,3.44149459193707
-4.0,0.1478,0.0082,0.00307,-0.1324,0.863,0.019,airfoil_0264,18.024390243902435
-3.0,0.2612,0.00731,0.00191,-0.1321,0.8272,0.0285,airfoil_0264,35.73187414500684
-2.0,0.3741,0.00683,0.00132,-0.1318,0.784,0.0591,airfoil_0264,54.773060029282576
-1.0,0.4859,0.0066,0.00106,-0.1314,0.7311,0.1329,airfoil_0264,73.62121212121212
0.0,0.5971,0.00653,0.00106,-0.1311,0.6728,0.2518,airfoil_0264,91.43950995405818
2.0,0.8125,0.00588,0.0016,-0.1293,0.561,0.9999,airfoil_0264,138.18027210884355
3.0,0.9225,0.00643,0.00198,-0.1287,0.518,0.9999,airfoil_0264,143.46811819595646
4.0,1.031,0.00708,0.00246,-0.1279,0.4666,0.9999,airfoil_0264,145.62146892655366
5.0,1.1362,0.00798,0.00313,-0.1266,0.3918,0.9999,airfoil_0264,142.3809523809524
6.0,1.2145,0.01142,0.00519,-0.1212,0.1195,0.9999,airfoil_0264,106.34851138353766
7.0,1.297,0.01421,0.00746,-0.1163,0.0217,0.9999,airfoil_0264,91.2737508796622
8.0,1.3805,0.01646,0.00987,-0.1113,0.0132,0.9999,airfoil_0264,83.86998784933172
9.0,1.4435,0.01948,0.01316,-0.1029,0.0097,0.9999,airfoil_0264,74.10164271047228
10.0,1.494,0.02267,0.0166,-0.0933,0.0079,0.9999,airfoil_0264,65.90207322452581
11.0,1.5051,0.02929,0.02368,-0.0808,0.007,0.9999,airfoil_0264,51.38613861386139
12.0,1.5229,0.03665,0.0315,-0.0722,0.0065,0.9999,airfoil_0264,41.5525238744884
13.0,1.5269,0.04644,0.04182,-0.0655,0.006,0.9999,airfoil_0264,32.878983634797585
14.0,1.5149,0.05924,0.0552,-0.0618,0.0056,0.9999,airfoil_0264,25.572248480756244
15.0,1.486,0.07627,0.0728,-0.0629,0.0053,0.9999,airfoil_0264,19.4834141864429
-5.0,-0.5418,0.0083,0.0031,-0.0078,0.9595,0.2073,airfoil_0266,-65.27710843373494
-4.0,-0.4377,0.00741,0.00244,-0.0053,0.914,0.2845,airfoil_0266,-59.068825910931174
-3.0,-0.3298,0.00679,0.00196,-0.0036,0.8598,0.3663,airfoil_0266,-48.57142857142857
-2.0,-0.2208,0.0064,0.00163,-0.0021,0.7859,0.4519,airfoil_0266,-34.5
-1.0,-0.1106,0.00616,0.00145,-0.001,0.7078,0.542,airfoil_0266,-17.954545454545457
1.0,0.1107,0.00616,0.00145,0.001,0.5421,0.7076,airfoil_0266,17.970779220779225
2.0,0.2209,0.0064,0.00163,0.0021,0.4517,0.786,airfoil_0266,34.515625
3.0,0.3299,0.00679,0.00196,0.0035,0.3664,0.8598,airfoil_0266,48.58615611192931
4.0,0.4378,0.00741,0.00244,0.0052,0.2845,0.914,airfoil_0266,59.08232118758435
5.0,0.5419,0.0083,0.0031,0.0078,0.2072,0.9595,airfoil_0266,65.28915662650603
6.0,0.6615,0.0095,0.00396,0.0065,0.1366,0.9808,airfoil_0266,69.63157894736842
7.0,0.8,0.01082,0.00503,0.0008,0.0882,0.9894,airfoil_0266,73.93715341959336
8.0,0.9371,0.01219,0.00626,-0.0047,0.0617,0.997,airfoil_0266,76.87448728465957
9.0,1.0401,0.01354,0.00758,-0.0032,0.0486,1.0,airfoil_0266,76.81683899556869
10.0,1.1105,0.01492,0.00902,0.005,0.0403,1.0,airfoil_0266,74.43029490616622
11.0,1.1844,0.01658,0.01076,0.0121,0.0344,1.0,airfoil_0266,71.43546441495776
12.0,1.256,0.01872,0.01304,0.0186,0.0302,1.0,airfoil_0266,67.09401709401709
13.0,1.3075,0.0216,0.01609,0.027,0.0271,1.0,airfoil_0266,60.53240740740741
14.0,1.3555,0.02546,0.02019,0.0331,0.0248,1.0,airfoil_0266,53.24037706205813
15.0,1.3799,0.03232,0.02739,0.0367,0.0231,1.0,airfoil_0266,42.694925742574256
-5.0,-0.3466,0.0098,0.00457,-0.0444,0.9875,0.0148,airfoil_0265,-35.36734693877551
-4.0,-0.2106,0.00814,0.0028,-0.0492,0.9743,0.026,airfoil_0265,-25.872235872235873
-3.0,-0.0958,0.00718,0.00183,-0.049,0.9411,0.0491,airfoil_0265,-13.342618384401113
-2.0,0.013,0.00648,0.00126,-0.0476,0.8881,0.1264,airfoil_0265,2.006172839506173
-1.0,0.1193,0.00548,0.0009,-0.0462,0.8088,0.4229,airfoil_0265,21.770072992700733
0.0,0.2156,0.00433,0.00092,-0.0421,0.715,0.9063,airfoil_0265,49.79214780600463
2.0,0.4593,0.00543,0.00115,-0.0457,0.4869,1.0,airfoil_0265,84.58563535911603
3.0,0.5652,0.00617,0.00149,-0.0443,0.3905,1.0,airfoil_0265,91.60453808752027
4.0,0.6734,0.00687,0.00195,-0.0433,0.3153,1.0,airfoil_0265,98.02037845705968
5.0,0.7751,0.00863,0.00293,-0.0416,0.1313,1.0,airfoil_0265,89.81460023174971
6.0,0.8758,0.01067,0.00445,-0.0398,0.0255,1.0,airfoil_0265,82.08059981255857
7.0,0.978,0.01245,0.00633,-0.0378,0.0142,1.0,airfoil_0265,78.55421686746988
8.0,1.0743,0.01488,0.00904,-0.0349,0.0108,1.0,airfoil_0265,72.1975806451613
9.0,1.1573,0.01873,0.01328,-0.0304,0.0089,1.0,airfoil_0265,61.78857447944474
10.0,1.2318,0.02329,0.01834,-0.0251,0.0079,1.0,airfoil_0265,52.88965221124946
11.0,1.2868,0.02894,0.02455,-0.0182,0.0071,1.0,airfoil_0265,44.464409122322046
12.0,1.2767,0.03827,0.03462,-0.0074,0.0067,1.0,airfoil_0265,33.36033446563888
13.0,1.2109,0.0582,0.05542,-0.0104,0.0066,1.0,airfoil_0265,20.805841924398628
14.0,1.1459,0.08643,0.08424,-0.0276,0.0066,1.0,airfoil_0265,13.258127964827025
-5.0,-0.4861,0.00937,0.00387,-0.0183,0.9987,0.021,airfoil_0268,-51.878335112059766
-4.0,-0.3465,0.00812,0.00256,-0.0241,0.9907,0.0371,airfoil_0268,-42.672413793103445
-3.0,-0.2073,0.00689,0.0017,-0.03,0.9786,0.1273,airfoil_0268,-30.08708272859216
-2.0,-0.0873,0.00571,0.0012,-0.0317,0.9499,0.3281,airfoil_0268,-15.288966725043784
-1.0,0.017,0.00458,0.00091,-0.0295,0.8908,0.6292,airfoil_0268,3.711790393013101
0.0,0.1189,0.00409,0.00085,-0.0263,0.8028,0.8508,airfoil_0268,29.070904645476777
1.0,0.2356,0.00438,0.00098,-0.0259,0.6849,0.9849,airfoil_0268,53.789954337899545
2.0,0.3705,0.0052,0.00116,-0.0309,0.5135,1.0,airfoil_0268,71.25
3.0,0.4721,0.00618,0.0015,-0.0288,0.34,1.0,airfoil_0268,76.3915857605178
4.0,0.5708,0.00788,0.00229,-0.0264,0.1191,1.0,airfoil_0268,72.43654822335026
5.0,0.6737,0.00935,0.00338,-0.0245,0.0317,1.0,airfoil_0268,72.05347593582887
6.0,0.778,0.01086,0.00494,-0.0227,0.0179,1.0,airfoil_0268,71.6390423572744
7.0,0.879,0.01293,0.00722,-0.0203,0.0126,1.0,airfoil_0268,67.98143851508121
8.0,0.973,0.01609,0.01068,-0.0171,0.0099,1.0,airfoil_0268,60.472343070229954
9.0,1.0611,0.02023,0.01536,-0.0133,0.0086,1.0,airfoil_0268,52.4518042511122
10.0,1.1314,0.02665,0.02256,-0.0079,0.0078,1.0,airfoil_0268,42.45403377110694
11.0,1.1671,0.03509,0.03187,-0.0008,0.0073,1.0,airfoil_0268,33.260188087774296
12.0,1.1168,0.04943,0.04704,0.0042,0.0071,1.0,airfoil_0268,22.593566659923123
-5.0,-0.3987,0.00992,0.00428,-0.018,0.9514,0.0324,airfoil_0270,-40.19153225806452
-4.0,-0.2937,0.00901,0.00321,-0.0152,0.8909,0.0384,airfoil_0270,-32.59711431742508
-3.0,-0.1874,0.00839,0.00234,-0.0128,0.8022,0.0518,airfoil_0270,-22.336114421930873
-2.0,-0.0787,0.00794,0.00179,-0.0113,0.7022,0.1117,airfoil_0270,-9.911838790931991
-1.0,0.0189,0.00616,0.00129,-0.0088,0.5928,0.5929,airfoil_0270,3.0681818181818183
0.0,0.1251,0.00594,0.00132,-0.0068,0.4919,0.7792,airfoil_0270,21.06060606060606
1.0,0.2319,0.00623,0.00154,-0.0047,0.3914,0.8871,airfoil_0270,37.223113964686995
2.0,0.3381,0.0068,0.00187,-0.0025,0.3126,0.9472,airfoil_0270,49.72058823529412
3.0,0.4553,0.00747,0.00228,-0.0028,0.2562,0.9755,airfoil_0270,60.95046854082998
4.0,0.5927,0.00813,0.00277,-0.0081,0.2221,0.9869,airfoil_0270,72.90282902829028
5.0,0.7368,0.0088,0.00332,-0.0148,0.1968,0.9956,airfoil_0270,83.72727272727272
6.0,0.8652,0.00944,0.00389,-0.0184,0.1744,1.0,airfoil_0270,91.65254237288134
7.0,0.9574,0.01014,0.00456,-0.0142,0.1548,1.0,airfoil_0270,94.4181459566075
8.0,1.0516,0.01093,0.00535,-0.0104,0.134,1.0,airfoil_0270,96.21225983531565
9.0,1.146,0.01202,0.0064,-0.007,0.1082,1.0,airfoil_0270,95.34109816971713
10.0,1.2394,0.01358,0.00788,-0.0038,0.0816,1.0,airfoil_0270,91.26656848306334
11.0,1.3291,0.01551,0.00978,-0.0005,0.0557,1.0,airfoil_0270,85.69310122501612
12.0,1.4066,0.01819,0.01245,0.0042,0.0348,1.0,airfoil_0270,77.32820230896097
13.0,1.4661,0.02125,0.01569,0.0112,0.0268,1.0,airfoil_0270,68.99294117647058
14.0,1.5021,0.02563,0.02036,0.0187,0.0225,1.0,airfoil_0270,58.607101053452986
15.0,1.5108,0.03389,0.02899,0.0223,0.0195,1.0,airfoil_0270,44.5795219828858
-5.0,0.2086,0.00878,0.00393,-0.1848,0.8828,0.0177,airfoil_0269,23.75854214123007
-4.0,0.3252,0.00763,0.00249,-0.1856,0.864,0.0257,airfoil_0269,42.62123197903014
-3.0,0.4409,0.00697,0.00173,-0.1862,0.8441,0.0475,airfoil_0269,63.256814921090395
-2.0,0.556,0.00651,0.0013,-0.1867,0.8225,0.1024,airfoil_0269,85.40706605222735
-1.0,0.6702,0.00621,0.00119,-0.1872,0.7981,0.2078,airfoil_0269,107.92270531400966
0.0,0.7835,0.00604,0.00125,-0.1875,0.7725,0.3449,airfoil_0269,129.7185430463576
1.0,0.8958,0.00589,0.00149,-0.1876,0.744,0.5434,airfoil_0269,152.08828522920203
4.0,1.2019,0.00716,0.00286,-0.1808,0.5354,0.9998,airfoil_0269,167.8631284916201
5.0,1.2704,0.0103,0.00468,-0.1727,0.2684,0.9998,airfoil_0269,123.33980582524272
6.0,1.326,0.01419,0.00732,-0.1627,0.0375,0.9998,airfoil_0269,93.44608879492601
7.0,1.3952,0.01637,0.0095,-0.1545,0.0169,0.9998,airfoil_0269,85.22907758094075
8.0,1.4588,0.01886,0.01218,-0.1458,0.0127,0.9998,airfoil_0269,77.3488865323436
9.0,1.5037,0.02274,0.01639,-0.1349,0.0106,0.9998,airfoil_0269,66.12576956904134
10.0,1.5475,0.02699,0.02088,-0.1253,0.0089,0.9998,airfoil_0269,57.33605038903298
11.0,1.5629,0.03416,0.02852,-0.1131,0.0079,0.9998,airfoil_0269,45.752341920374704
12.0,1.5889,0.04107,0.03589,-0.1039,0.0071,0.9998,airfoil_0269,38.68760652544436
13.0,1.6069,0.04899,0.04424,-0.0964,0.0062,0.9998,airfoil_0269,32.80057154521331
14.0,1.5776,0.06338,0.05932,-0.0884,0.0056,0.9998,airfoil_0269,24.891132849479327
15.0,1.5366,0.08151,0.07823,-0.0861,0.0054,0.9998,airfoil_0269,18.851674641148325
-5.0,-0.2625,0.00826,0.00297,-0.0756,0.8572,0.2258,airfoil_0271,-31.779661016949152
-4.0,-0.1486,0.00774,0.00253,-0.0753,0.831,0.2717,airfoil_0271,-19.198966408268735
-3.0,-0.0352,0.00732,0.00221,-0.0748,0.798,0.323,airfoil_0271,-4.808743169398907
-1.0,0.1877,0.00701,0.00189,-0.073,0.6954,0.4273,airfoil_0271,26.776034236804566
0.0,0.2954,0.00714,0.00194,-0.0713,0.6271,0.4844,airfoil_0271,41.372549019607845
1.0,0.4023,0.0074,0.00211,-0.0695,0.5603,0.5387,airfoil_0271,54.36486486486486
2.0,0.5083,0.00774,0.0024,-0.0677,0.4983,0.599,airfoil_0271,65.67183462532299
3.0,0.6138,0.00819,0.00277,-0.0657,0.4394,0.6508,airfoil_0271,74.94505494505495
4.0,0.7166,0.00872,0.00325,-0.0633,0.3814,0.7065,airfoil_0271,82.1788990825688
5.0,0.8155,0.00928,0.00387,-0.0602,0.3266,0.7917,airfoil_0271,87.8771551724138
6.0,0.9007,0.00991,0.00469,-0.0539,0.2737,0.9305,airfoil_0271,90.8879919273461
7.0,1.0074,0.01107,0.00566,-0.053,0.2253,0.9998,airfoil_0271,91.00271002710028
8.0,1.0881,0.01233,0.00672,-0.047,0.1836,0.9998,airfoil_0271,88.24817518248176
